Name,url,Price,Location,Size,Time,Month,Hemisphere
 Giant trevally,https://vignette.wikia.nocookie.net/animalcrossing/images/7/7b/NH-Icon-gianttrevally.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 4,500 Bells", Pier, Large, All day,8,Northern Hemisphere
 Mahi-mahi,https://vignette.wikia.nocookie.net/animalcrossing/images/8/82/NH-Icon-mahimahi.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 6,000 Bells", Pier, Large, All day,8,Northern Hemisphere
 Ocean sunfish,https://vignette.wikia.nocookie.net/animalcrossing/images/5/52/NH-Icon-oceansunfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 4,000 Bells", Sea, Huge with fin, 4am - 9pm,8,Northern Hemisphere
 Ray,https://vignette.wikia.nocookie.net/animalcrossing/images/d/db/NH-Icon-ray.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 3,000 Bells", Sea, Large, 4am - 9pm,8,Northern Hemisphere
 Saw shark,https://vignette.wikia.nocookie.net/animalcrossing/images/7/73/NH-Icon-sawshark.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 12,000 Bells", Sea, Huge with fin, 4pm - 9am,8,Northern Hemisphere
 Hammerhead shark,https://vignette.wikia.nocookie.net/animalcrossing/images/2/25/NH-Icon-hammerheadshark.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 8,000 Bells", Sea, Huge with fin, 4pm - 9am,8,Northern Hemisphere
 Great white shark,https://vignette.wikia.nocookie.net/animalcrossing/images/3/38/NH-Icon-greatwhiteshark.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 15,000 Bells", Sea, Huge with fin, 4pm - 9am,8,Northern Hemisphere
 Whale shark,https://vignette.wikia.nocookie.net/animalcrossing/images/1/1c/NH-Icon-whaleshark.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 13,000 Bells", Sea, Huge with fin, All day,8,Northern Hemisphere
 Suckerfish,https://vignette.wikia.nocookie.net/animalcrossing/images/b/b9/NH-Icon-suckerfish.png/revision/latest/scale-to-width-down/64?cb=20200401003131," 1,500 Bells", Sea, Medium with fin, All day,8,Northern Hemisphere
 Barreleye,https://vignette.wikia.nocookie.net/animalcrossing/images/c/c7/NH-Icon-barreleye.png/revision/latest/scale-to-width-down/64?cb=20200401003128," 15,000 Bells", Sea, Small, 9pm - 4am,8,Northern Hemisphere
 Coelacanth,https://vignette.wikia.nocookie.net/animalcrossing/images/3/31/NH-Icon-coelacanth.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 15,000 Bells", Sea (Raining), Huge, All day,8,Northern Hemisphere
 Bitterling,https://vignette.wikia.nocookie.net/animalcrossing/images/e/ea/NH-Icon-bitterling.png/revision/latest/scale-to-width-down/64?cb=20200401003128, 900 Bells, River, Tiny, All day,8,Southern Hemisphere
 Pale chub,https://vignette.wikia.nocookie.net/animalcrossing/images/2/2c/NH-Icon-palechub.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 200 Bells, River, Tiny, 9am - 4pm,8,Southern Hemisphere
 Crucian carp,https://vignette.wikia.nocookie.net/animalcrossing/images/0/03/NH-Icon-cruciancarp.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 160 Bells, River, Small, All day,8,Southern Hemisphere
 Dace,https://vignette.wikia.nocookie.net/animalcrossing/images/2/22/NH-Icon-dace.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 240 Bells, River, Medium-small, 4pm - 9am,8,Southern Hemisphere
 Carp,https://vignette.wikia.nocookie.net/animalcrossing/images/2/2c/NH-Icon-carp.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 300 Bells, Pond, Medium-large, All day,8,Southern Hemisphere
 Koi,https://vignette.wikia.nocookie.net/animalcrossing/images/7/74/NH-Icon-koi.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 4,000 Bells", Pond, Medium-large, 4pm - 9am,8,Southern Hemisphere
 Goldfish,https://vignette.wikia.nocookie.net/animalcrossing/images/e/ed/NH-Icon-goldfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,300 Bells", Pond, Tiny, All day,8,Southern Hemisphere
 Pop-eyed goldfish,https://vignette.wikia.nocookie.net/animalcrossing/images/c/c9/NH-Icon-popeyedgoldfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,300 Bells", Pond, Tiny, 9am - 4pm,8,Southern Hemisphere
 Ranchu goldfish,https://vignette.wikia.nocookie.net/animalcrossing/images/f/f9/NH-Icon-ranchugoldfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 4,500 Bells", Pond, Small, 9am - 4pm,8,Southern Hemisphere
 Freshwater goby,https://vignette.wikia.nocookie.net/animalcrossing/images/e/ee/NH-Icon-freshwatergoby.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 400 Bells, River, Small, 4pm - 9am,8,Southern Hemisphere
 Bluegill,https://vignette.wikia.nocookie.net/animalcrossing/images/6/69/NH-Icon-bluegill.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 180 Bells, River, Small, 9am - 4pm,8,Southern Hemisphere
 Yellow perch,https://vignette.wikia.nocookie.net/animalcrossing/images/1/1d/NH-Icon-yellowperch.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 300 Bells, River, Medium-small, All day,8,Southern Hemisphere
 Black bass,https://vignette.wikia.nocookie.net/animalcrossing/images/e/e2/NH-Icon-blackbass.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 400 Bells, River, Medium-large, All day,8,Southern Hemisphere
 Pond smelt,https://vignette.wikia.nocookie.net/animalcrossing/images/4/41/NH-Icon-pondsmelt.png/revision/latest/scale-to-width-down/64?cb=20200401003130, 500 Bells, River, Small, All day,8,Southern Hemisphere
 Stringfish,https://vignette.wikia.nocookie.net/animalcrossing/images/7/7b/NH-Icon-stringfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 15,000 Bells", River (Clifftop), Large, 4pm - 9am,8,Southern Hemisphere
 Sturgeon,https://vignette.wikia.nocookie.net/animalcrossing/images/9/98/NH-Icon-sturgeon.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 10,000 Bells", River (Mouth), Huge, All day,8,Southern Hemisphere
 Sea butterfly,https://vignette.wikia.nocookie.net/animalcrossing/images/8/8f/NH-Icon-seabutterfly.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,000 Bells", Sea, Tiny, All day,8,Southern Hemisphere
 Blowfish,https://vignette.wikia.nocookie.net/animalcrossing/images/3/39/NH-Icon-blowfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 5,000 Bells", Sea, Medium-small, 6pm - 4am,8,Southern Hemisphere
 Anchovy,https://vignette.wikia.nocookie.net/animalcrossing/images/2/24/NH-Icon-anchovy.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 200 Bells, Sea, Small, 4am - 9pm,8,Southern Hemisphere
 Horse mackerel,https://vignette.wikia.nocookie.net/animalcrossing/images/d/d5/NH-Icon-horsemackerel.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 150 Bells, Sea, Small, All day,8,Southern Hemisphere
 Sea bass,https://vignette.wikia.nocookie.net/animalcrossing/images/2/22/NH-Icon-seabass.png/revision/latest/scale-to-width-down/64?cb=20200401003130, 400 Bells, Sea, Large, All day,8,Southern Hemisphere
 Red snapper,https://vignette.wikia.nocookie.net/animalcrossing/images/d/dd/NH-Icon-redsnapper.png/revision/latest/scale-to-width-down/64?cb=20200401003130," 3,000 Bells", Sea, Medium-large, All day,8,Southern Hemisphere
 Dab,https://vignette.wikia.nocookie.net/animalcrossing/images/c/c6/NH-Icon-dab.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 300 Bells, Sea, Medium-small, All day,8,Southern Hemisphere
 Olive flounder,https://vignette.wikia.nocookie.net/animalcrossing/images/9/9e/NH-Icon-oliveflounder.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 800 Bells, Sea, Large, All day,8,Southern Hemisphere
 Squid,https://vignette.wikia.nocookie.net/animalcrossing/images/3/3b/NH-Icon-squid.png/revision/latest/scale-to-width-down/64?cb=20200401003130, 500 Bells, Sea, Medium-small, All day,8,Southern Hemisphere
 Tuna,https://vignette.wikia.nocookie.net/animalcrossing/images/5/50/NH-Icon-tuna.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 7,000 Bells", Pier, Huge, All day,8,Southern Hemisphere
 Blue marlin,https://vignette.wikia.nocookie.net/animalcrossing/images/2/2f/NH-Icon-bluemarlin.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 10,000 Bells", Pier, Huge, All day,8,Southern Hemisphere
 Football fish,https://vignette.wikia.nocookie.net/animalcrossing/images/a/a5/NH-Icon-footballfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 2,500 Bells", Sea, Medium-large, 4pm - 9am,8,Southern Hemisphere
 Oarfish,https://vignette.wikia.nocookie.net/animalcrossing/images/3/33/NH-Icon-oarfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 9,000 Bells", Sea, Huge, All day,8,Southern Hemisphere
 Barreleye,https://vignette.wikia.nocookie.net/animalcrossing/images/c/c7/NH-Icon-barreleye.png/revision/latest/scale-to-width-down/64?cb=20200401003128," 15,000 Bells", Sea, Small, 9pm - 4am,8,Southern Hemisphere
 Coelacanth,https://vignette.wikia.nocookie.net/animalcrossing/images/3/31/NH-Icon-coelacanth.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 15,000 Bells", Sea (Raining), Huge, All day,8,Southern Hemisphere
 Pale chub,https://vignette.wikia.nocookie.net/animalcrossing/images/2/2c/NH-Icon-palechub.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 200 Bells, River, Tiny, 9am - 4pm,9,Northern Hemisphere
 Crucian carp,https://vignette.wikia.nocookie.net/animalcrossing/images/0/03/NH-Icon-cruciancarp.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 160 Bells, River, Small, All day,9,Northern Hemisphere
 Dace,https://vignette.wikia.nocookie.net/animalcrossing/images/2/22/NH-Icon-dace.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 240 Bells, River, Medium-small, 4pm - 9am,9,Northern Hemisphere
 Carp,https://vignette.wikia.nocookie.net/animalcrossing/images/2/2c/NH-Icon-carp.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 300 Bells, Pond, Medium-large, All day,9,Northern Hemisphere
 Koi,https://vignette.wikia.nocookie.net/animalcrossing/images/7/74/NH-Icon-koi.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 4,000 Bells", Pond, Medium-large, 4pm - 9am,9,Northern Hemisphere
 Goldfish,https://vignette.wikia.nocookie.net/animalcrossing/images/e/ed/NH-Icon-goldfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,300 Bells", Pond, Tiny, All day,9,Northern Hemisphere
 Pop-eyed goldfish,https://vignette.wikia.nocookie.net/animalcrossing/images/c/c9/NH-Icon-popeyedgoldfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,300 Bells", Pond, Tiny, 9am - 4pm,9,Northern Hemisphere
 Ranchu goldfish,https://vignette.wikia.nocookie.net/animalcrossing/images/f/f9/NH-Icon-ranchugoldfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 4,500 Bells", Pond, Small, 9am - 4pm,9,Northern Hemisphere
 Crawfish,https://vignette.wikia.nocookie.net/animalcrossing/images/c/cd/NH-Icon-crawfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 200 Bells, Pond, Small, All day,9,Northern Hemisphere
 Soft-shelled turtle,https://vignette.wikia.nocookie.net/animalcrossing/images/c/c3/NH-Icon-softshelledturtle.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 3,750 Bells", River, Medium-large, 4pm - 9am,9,Northern Hemisphere
 Snapping Turtle,https://vignette.wikia.nocookie.net/animalcrossing/images/2/24/NH-Icon-snappingturtle.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 5,000 Bells", River, Large, 9pm - 4am,9,Northern Hemisphere
 Freshwater goby,https://vignette.wikia.nocookie.net/animalcrossing/images/e/ee/NH-Icon-freshwatergoby.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 400 Bells, River, Small, 4pm - 9am,9,Northern Hemisphere
 Catfish,https://vignette.wikia.nocookie.net/animalcrossing/images/2/29/NH-Icon-catfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 800 Bells, Pond, Medium-large, 4pm - 9am,9,Northern Hemisphere
 Bluegill,https://vignette.wikia.nocookie.net/animalcrossing/images/6/69/NH-Icon-bluegill.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 180 Bells, River, Small, 9am - 4pm,9,Northern Hemisphere
 Black bass,https://vignette.wikia.nocookie.net/animalcrossing/images/e/e2/NH-Icon-blackbass.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 400 Bells, River, Medium-large, All day,9,Northern Hemisphere
 Tilapia,https://vignette.wikia.nocookie.net/animalcrossing/images/5/53/NH-Icon-tilapia.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 800 Bells, River, Medium-small, All day,9,Northern Hemisphere
 Pike,https://vignette.wikia.nocookie.net/animalcrossing/images/d/dc/NH-Icon-pike.png/revision/latest/scale-to-width-down/64?cb=20200401003130," 1,800 Bells", River, Large, All day,9,Northern Hemisphere
 Sweetfish,https://vignette.wikia.nocookie.net/animalcrossing/images/4/40/NH-Icon-sweetfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 900 Bells, River, Medium-small, All day,9,Northern Hemisphere
 Cherry salmon,https://vignette.wikia.nocookie.net/animalcrossing/images/5/5f/NH-Icon-cherrysalmon.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,000 Bells", River (Clifftop) Pond, Medium-small, 4pm - 9am,9,Northern Hemisphere
 Char,https://vignette.wikia.nocookie.net/animalcrossing/images/1/15/NH-Icon-char.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 3,800 Bells", River (Clifftop) Pond, Medium-small, 4pm - 9am,9,Northern Hemisphere
 Golden trout,https://vignette.wikia.nocookie.net/animalcrossing/images/5/5c/NH-Icon-goldentrout.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 15,000 Bells", River (Clifftop), Medium-small, 4pm - 9am,9,Northern Hemisphere
 Salmon,https://vignette.wikia.nocookie.net/animalcrossing/images/f/fb/NH-Icon-salmon.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 700 Bells, River (Mouth), Medium-large, All day,9,Northern Hemisphere
 King salmon,https://vignette.wikia.nocookie.net/animalcrossing/images/f/fd/NH-Icon-kingsalmon.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,800 Bells", River (Mouth), Huge, All day,9,Northern Hemisphere
 Mitten crab,https://vignette.wikia.nocookie.net/animalcrossing/images/e/e3/NH-Icon-mittencrab.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 2,000 Bells", River, Small, 4pm - 9am,9,Northern Hemisphere
 Guppy,https://vignette.wikia.nocookie.net/animalcrossing/images/6/63/NH-Icon-guppy.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,300 Bells", River, Tiny, 9am - 4pm,9,Northern Hemisphere
 Nibble fish,https://vignette.wikia.nocookie.net/animalcrossing/images/8/89/NH-Icon-nibblefish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,500 Bells", River, Tiny, 9am - 4pm,9,Northern Hemisphere
 Angelfish,https://vignette.wikia.nocookie.net/animalcrossing/images/6/63/NH-Icon-angelfish.png/revision/latest/scale-to-width-down/64?cb=20200401003128," 3,000 Bells", River, Small, 4pm - 9am,9,Northern Hemisphere
 Betta,https://vignette.wikia.nocookie.net/animalcrossing/images/7/7c/NH-Icon-betta.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 2,500 Bells", River, Small, 9am - 4pm,9,Northern Hemisphere
 Neon tetra,https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH-Icon-neontetra.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 500 Bells, River, Tiny, 9am - 4pm,9,Northern Hemisphere
 Rainbowfish,https://vignette.wikia.nocookie.net/animalcrossing/images/6/68/NH-Icon-rainbowfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 800 Bells, River, Tiny, 9am - 4pm,9,Northern Hemisphere
 Piranha,https://vignette.wikia.nocookie.net/animalcrossing/images/b/b9/NH-Icon-piranha.png/revision/latest/scale-to-width-down/64?cb=20200401003130," 2,500 Bells", River, Small, 9am - 4pm & 9pm - 4am,9,Northern Hemisphere
 Arowana,https://vignette.wikia.nocookie.net/animalcrossing/images/b/bf/NH-Icon-arowana.png/revision/latest/scale-to-width-down/64?cb=20200401003128," 10,000 Bells", River, Medium-large, 4pm - 9am,9,Northern Hemisphere
 Dorado,https://vignette.wikia.nocookie.net/animalcrossing/images/d/df/NH-Icon-dorado.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 15,000 Bells", River, Large, 4am - 9pm,9,Northern Hemisphere
 Gar,https://vignette.wikia.nocookie.net/animalcrossing/images/9/9f/NH-Icon-gar.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 6,000 Bells", Pond, Huge, 4pm - 9am,9,Northern Hemisphere
 Arapaima,https://vignette.wikia.nocookie.net/animalcrossing/images/7/7f/NH-Icon-arapaima.png/revision/latest/scale-to-width-down/64?cb=20200401003128," 10,000 Bells", River, Huge, 4pm - 9am,9,Northern Hemisphere
 Saddled bichir,https://vignette.wikia.nocookie.net/animalcrossing/images/a/a0/NH-Icon-saddledbichir.png/revision/latest/scale-to-width-down/64?cb=20200401003130," 4,000 Bells", River, Medium-large, 9pm - 4am,9,Northern Hemisphere
 Sturgeon,https://vignette.wikia.nocookie.net/animalcrossing/images/9/98/NH-Icon-sturgeon.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 10,000 Bells", River (Mouth), Huge, All day,9,Northern Hemisphere
 Sea horse,https://vignette.wikia.nocookie.net/animalcrossing/images/5/55/NH-Icon-seahorse.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,100 Bells", Sea, Tiny, All day,9,Northern Hemisphere
 Clown fish,https://vignette.wikia.nocookie.net/animalcrossing/images/2/2f/NH-Icon-clownfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 650 Bells, Sea, Tiny, All day,9,Northern Hemisphere
 Surgeonfish,https://vignette.wikia.nocookie.net/animalcrossing/images/1/11/NH-Icon-surgeonfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,000 Bells", Sea, Small, All day,9,Northern Hemisphere
 Butterfly fish,https://vignette.wikia.nocookie.net/animalcrossing/images/8/8e/NH-Icon-butterflyfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,000 Bells", Sea, Small, All day,9,Northern Hemisphere
 Zebra turkeyfish,https://vignette.wikia.nocookie.net/animalcrossing/images/1/1c/NH-Icon-zebraturkeyfish.png/revision/latest/scale-to-width-down/64?cb=20200401003130, 500 Bells, Sea, Medium-small, All day,9,Northern Hemisphere
 Puffer fish,https://vignette.wikia.nocookie.net/animalcrossing/images/1/1f/NH-Icon-pufferfish.png/revision/latest/scale-to-width-down/64?cb=20200401003130, 250 Bells, Sea, Medium-small, All day,9,Northern Hemisphere
 Anchovy,https://vignette.wikia.nocookie.net/animalcrossing/images/2/24/NH-Icon-anchovy.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 200 Bells, Sea, Small, 4am - 9pm,9,Northern Hemisphere
